PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Hreflang links,Hreflang links codes,Hreflang issues,Hreflang group ID,No. of hreflang inlinks,No. of all inlinks
23,https://twocomms.shop/catalog/?page=2,Каталог одягу — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/catalog/?page=2
https://twocomms.shop/catalog/?page=2
https://twocomms.shop/en/catalog/?page=2
https://twocomms.shop/ru/catalog/?page=2","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,13552103693853513567,0,796
23,https://twocomms.shop/product/-twocomms-beliveidea-ts/black/,Купити Чорна футболка унісекс TwoComms «Довіряй своїй божевільній ідеї» — чорний — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/ru/product/-twocomms-beliveidea-ts/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",17735273115854581601,4,650
22,https://twocomms.shop/product/-225-hoodie-/black/,"Купити Худі ""Команда Сірко"" х 225ОШП — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-225-hoodie-/black/
https://twocomms.shop/product/-225-hoodie-/black/
https://twocomms.shop/product/-225-hoodie-/black/
https://twocomms.shop/product/-225-hoodie-/black/
https://twocomms.shop/product/-225-hoodie-/black/
https://twocomms.shop/ru/product/-225-hoodie-/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",2936691066547199399,4,445
22,https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/,"Купити Худі TWOCOMMS ""Reality Bends"": Колекція Future 2026 — рожевий — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/ru/product/HD-twocomms-reality-bends-future-2026/pink/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",2961863921675592920,4,443
22,https://twocomms.shop/product/Idea-hd/black/,"Купити Худі ""Довіряй Своїй Божевільній Ідеї"""" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/Idea-hd/black/
https://twocomms.shop/product/Idea-hd/black/
https://twocomms.shop/product/Idea-hd/black/
https://twocomms.shop/product/Idea-hd/black/
https://twocomms.shop/product/Idea-hd/black/
https://twocomms.shop/ru/product/Idea-hd/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",5915851091751015682,4,445
22,https://twocomms.shop/product/bentejne-ls/black/,"Купити Лонгслів ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ls/black/
https://twocomms.shop/product/bentejne-ls/black/
https://twocomms.shop/product/bentejne-ls/black/
https://twocomms.shop/product/bentejne-ls/black/
https://twocomms.shop/product/bentejne-ls/black/
https://twocomms.shop/ru/product/bentejne-ls/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",7064676396303730862,4,447
22,https://twocomms.shop/product/-glory-of-ukraine-hd/black/,"Купити Худі ""Glory of Ukraine"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/ru/product/-glory-of-ukraine-hd/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",7794376690521516996,4,445
22,https://twocomms.shop/product/-20-twocomms-Legend/black/,"Купити Худі ""Дрони навколо 2.0"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-20-twocomms-Legend/black/
https://twocomms.shop/product/-20-twocomms-Legend/black/
https://twocomms.shop/product/-20-twocomms-Legend/black/
https://twocomms.shop/product/-20-twocomms-Legend/black/
https://twocomms.shop/product/-20-twocomms-Legend/black/
https://twocomms.shop/ru/product/-20-twocomms-Legend/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",8051362057942144319,4,445
22,https://twocomms.shop/product/bentejne-ts/coyote/,"Купити Футболка ""Життя Бентежне"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ts/coyote/
https://twocomms.shop/product/bentejne-ts/coyote/
https://twocomms.shop/product/bentejne-ts/coyote/
https://twocomms.shop/product/bentejne-ts/coyote/
https://twocomms.shop/product/bentejne-ts/coyote/
https://twocomms.shop/ru/product/bentejne-ts/coyote/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",8299318321256245582,4,430
22,https://twocomms.shop/product/bentejne-hd/black/,"Купити Худі ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-hd/black/
https://twocomms.shop/product/bentejne-hd/black/
https://twocomms.shop/product/bentejne-hd/black/
https://twocomms.shop/product/bentejne-hd/black/
https://twocomms.shop/product/bentejne-hd/black/
https://twocomms.shop/ru/product/bentejne-hd/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",8769189804141410210,4,445
22,https://twocomms.shop/catalog/?page=3,Каталог одягу — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/catalog/?page=3
https://twocomms.shop/catalog/?page=3
https://twocomms.shop/en/catalog/?page=3
https://twocomms.shop/ru/catalog/?page=3","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,11423295057031737959,0,400
22,https://twocomms.shop/product/bentejne-ts/black/,"Купити Футболка ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ts/black/
https://twocomms.shop/product/bentejne-ts/black/
https://twocomms.shop/product/bentejne-ts/black/
https://twocomms.shop/product/bentejne-ts/black/
https://twocomms.shop/product/bentejne-ts/black/
https://twocomms.shop/ru/product/bentejne-ts/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",11601963944628103534,4,420
22,https://twocomms.shop/product/-v2-0_Pokrovsk/black/,Купити Худі «Покровськ V2.0» — чорний — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/ru/product/-v2-0_Pokrovsk/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",13019864135591300987,4,445
22,https://twocomms.shop/ru/catalog/?page=2,Каталог одягу — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/catalog/?page=2
https://twocomms.shop/ru/catalog/?page=2
https://twocomms.shop/ru/catalog/?page=2
https://twocomms.shop/ru/catalog/?page=2","200
200
200
200","One page is linked for more than one language
Some pages don't include hreflang links to all the other pages of the group",15085081388593181959,2,490
22,https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/,Купити Longsleeve “Limited Edition” — бело-бордовий — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/ru/product/longsleeve-limited-edition/white-burgundy/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",15434122794811062424,4,440
22,https://twocomms.shop/product/Hoodie_Silent_Winter/black/,"Купити Худі ""Silent Winter"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/ru/product/Hoodie_Silent_Winter/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",15928558503833596440,4,445
21,https://twocomms.shop/product/-kha-style-ts/black/,"Купити Футболка ""Харків / Стиль — Це Все"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-kha-style-ts/black/
https://twocomms.shop/product/-kha-style-ts/black/
https://twocomms.shop/product/-kha-style-ts/black/
https://twocomms.shop/product/-kha-style-ts/black/
https://twocomms.shop/product/-kha-style-ts/black/
https://twocomms.shop/ru/product/-kha-style-ts/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",17683027559141775,4,323
21,https://twocomms.shop/ru/product/-twocomms-reality-bends-future-2026/pink/,"Купити Футболка TWOCOMMS ""Reality Bends"": Колекція Future 2026 — рожевий — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/ru/product/-twocomms-reality-bends-future-2026/pink/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,4167913513318411047,2,366
21,https://twocomms.shop/ru/product/Idea-hd/black/,"Купити Худі ""Довіряй Своїй Божевільній Ідеї"""" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/Idea-hd/black/
https://twocomms.shop/product/Idea-hd/black/
https://twocomms.shop/product/Idea-hd/black/
https://twocomms.shop/ru/product/Idea-hd/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,5915851091751015682,2,289
21,https://twocomms.shop/ru/product/-225-tshirt-/black/,Купити Футболка 225ОШП — чорний — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-225-tshirt-/black/
https://twocomms.shop/product/-225-tshirt-/black/
https://twocomms.shop/product/-225-tshirt-/black/
https://twocomms.shop/ru/product/-225-tshirt-/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,9020056428150885086,2,369
21,https://twocomms.shop/en/product/-twocomms-reality-bends-future-2026/pink/,"Купити Футболка TWOCOMMS ""Reality Bends"": Колекція Future 2026 — рожевий — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/ru/product/-twocomms-reality-bends-future-2026/pink/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,4167913513318411047,2,281
21,https://twocomms.shop/ru/product/ts-twocomms-reality-bends-mentol/menthol/,"Купити Футболка TWOCOMMS ""Reality Bends"": Ментол — ментол — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/ts-twocomms-reality-bends-mentol/menthol/
https://twocomms.shop/product/ts-twocomms-reality-bends-mentol/menthol/
https://twocomms.shop/product/ts-twocomms-reality-bends-mentol/menthol/
https://twocomms.shop/ru/product/ts-twocomms-reality-bends-mentol/menthol/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,562935228900038162,2,359
21,https://twocomms.shop/en/product/Idea-hd/black/,"Купити Худі ""Довіряй Своїй Божевільній Ідеї"""" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/Idea-hd/black/
https://twocomms.shop/product/Idea-hd/black/
https://twocomms.shop/product/Idea-hd/black/
https://twocomms.shop/ru/product/Idea-hd/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,5915851091751015682,2,215
21,https://twocomms.shop/product/-lord-of-the-lending/coyote/,"Купити Футболка ""Lord Of The Lending"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-lord-of-the-lending/coyote/
https://twocomms.shop/product/-lord-of-the-lending/coyote/
https://twocomms.shop/product/-lord-of-the-lending/coyote/
https://twocomms.shop/product/-lord-of-the-lending/coyote/
https://twocomms.shop/product/-lord-of-the-lending/coyote/
https://twocomms.shop/ru/product/-lord-of-the-lending/coyote/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",1711385102745344328,4,298
21,https://twocomms.shop/ru/product/kha-edition-ts/black/,"Купити Футболка ""Харків Edition"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/kha-edition-ts/black/
https://twocomms.shop/product/kha-edition-ts/black/
https://twocomms.shop/product/kha-edition-ts/black/
https://twocomms.shop/ru/product/kha-edition-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,8438378132797017009,2,127
21,https://twocomms.shop/ru/product/-death-gbs-ass-ts/coyote/,"Купити Футболка ""І На Той Світ З Собою Візьму"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/ru/product/-death-gbs-ass-ts/coyote/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,16381204042981867041,2,162
21,https://twocomms.shop/ru/product/pojuy-ts/black/,"Купити ФУТБОЛКА ""мені поЖуй — це філософія"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/pojuy-ts/black/
https://twocomms.shop/product/pojuy-ts/black/
https://twocomms.shop/product/pojuy-ts/black/
https://twocomms.shop/ru/product/pojuy-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,10619521463640838826,2,140
21,https://twocomms.shop/en/catalog/?page=2,Каталог одягу — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/catalog/?page=2
https://twocomms.shop/en/catalog/?page=2
https://twocomms.shop/en/catalog/?page=2
https://twocomms.shop/ru/catalog/?page=2","200
200
200
200","One page is linked for more than one language
Some pages don't include hreflang links to all the other pages of the group",2533721612441103220,2,342
21,https://twocomms.shop/en/product/-lord-of-the-lending/coyote/,"Купити Футболка ""Lord Of The Lending"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-lord-of-the-lending/coyote/
https://twocomms.shop/product/-lord-of-the-lending/coyote/
https://twocomms.shop/product/-lord-of-the-lending/coyote/
https://twocomms.shop/ru/product/-lord-of-the-lending/coyote/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,1711385102745344328,2,184
21,https://twocomms.shop/ru/product/-twocomms-beliveidea-ts/black/,Купити Чорна футболка унісекс TwoComms «Довіряй своїй божевільній ідеї» — чорний — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/ru/product/-twocomms-beliveidea-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,17735273115854581601,2,327
21,https://twocomms.shop/ru/product/HD-twocomms-reality-bends-future-2026/pink/,"Купити Худі TWOCOMMS ""Reality Bends"": Колекція Future 2026 — рожевий — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/ru/product/HD-twocomms-reality-bends-future-2026/pink/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,2961863921675592920,2,295
21,https://twocomms.shop/en/product/bentejne-hd/black/,"Купити Худі ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-hd/black/
https://twocomms.shop/product/bentejne-hd/black/
https://twocomms.shop/product/bentejne-hd/black/
https://twocomms.shop/ru/product/bentejne-hd/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,8769189804141410210,2,215
